output_1,output_2,output_3,output_4,output_5,output_6,output_7,output_8,output_9,output_10,output_11,output_12,output_13,output_14,output_15,output_16,output_17,output_18,output_19,output_20,output_21,output_22,output_23,output_24,output_25,output_26,output_27,output_28,output_29,output_30,output_31,output_32,output_33
1.0,0.9871181806776173,0.8963177465389045,0.8456408511869522,0.7933787459837096,0.6998994413500486,0.6382553372688736,0.3834438711848905,0.23404929892910895,0.08931712502887998,0.06560456783766398,0.02443903470183291,0.15355511935391736,0.20962554094142352,0.2575772059908461,0.2892263936986861,0.35830642281725883,0.38866320913795555,0.9802949182646395,0.9201910538180254,0.9029790050140758,0.87286879983505,0.8806363078618983,0.8491964878866309,0.821603683599774,0.6977971497357721,0.6950124921811772,0.7041266764771485,0.6950956617106332,0.6912767737287107,0.6865483059909079,0.685502543538748,0.685177779723241
1.0,0.9942093575331205,0.9568486168670937,0.9344484206221592,0.9115348257387055,0.8909342756080143,0.8697826754959217,0.7661798340233961,0.7067849959024537,0.6480067747828216,0.6380448035924108,0.6192764017012361,0.5458216905690169,0.517820555929439,0.49128750794795356,0.45972895166210326,0.41091006648587225,0.38642112285537417,0.9864348585600606,0.9178258376467292,0.8984027500130449,0.8658142038083894,0.9462057249941974,0.9247609418961904,0.9069179046696311,0.8881141295480011,0.8843120383418583,0.8015381464018273,0.7895915001545661,0.7854106828967841,0.7805157479797715,0.7794388460724824,0.7791051455764116
1.0,0.9923403492558283,0.9427420921766757,0.9129425219063524,0.8823356645828972,0.754042429537754,0.7267872481530975,0.592152878758243,0.531356284844577,0.48453016378657876,0.4769401265803139,0.4627558503165518,0.4003499797370053,0.3755385286299701,0.3533359651513756,0.3274627203148635,0.2839942286209079,0.26353114872512523,0.9865988819045917,0.9362423638634625,0.9215882950361491,0.8957019098133407,0.9299660255174927,0.9042500174889889,0.8822427091196227,0.7516689344675014,0.7485195151562242,0.7672454957655406,0.7571695754977731,0.7528060420312921,0.7476956405705856,0.7465713153786889,0.7462229123171199
1.0,0.9930189773987318,0.940971822513667,0.9138748160060847,0.8861801852296384,0.7501607801702735,0.7118256146821386,0.5839157901981573,0.5104428711815973,0.4551732820800803,0.4477480057623597,0.43382969006021843,0.3560323217804721,0.3169031516045991,0.2842013532525177,0.24845287990309475,0.15853275830272884,0.12640199620495707,0.9844201775115579,0.9085253373062104,0.886100707992614,0.8460543784429304,0.9213266215433668,0.8811612211792562,0.8449207532873293,0.7437156751736792,0.738495467100405,0.7147902496157399,0.7048822050939814,0.7011164374128429,0.6952130659725397,0.6938818563924294,0.6934650465572959
1.0,0.9935112370973196,0.9456362608133223,0.9204686994126037,0.8947521578348377,0.7375444207960496,0.7036094073973821,0.5904346536307797,0.5261292564790899,0.4631612406810359,0.4559256272167797,0.4429443749729926,0.3695748094958557,0.33259982675891986,0.3028426611224645,0.2710189341987742,0.19028108152878548,0.16371570130202304,0.9866486978301036,0.9262583777204431,0.908596299738275,0.8772724731335478,0.930109935820635,0.8986263402287222,0.8709345410339197,0.7327251339454622,0.7261587227574932,0.7483095767542097,0.7382114353138276,0.7341084465021507,0.7285280593861662,0.7272833987112394,0.726895470244631
1.0,0.9916604488883064,0.9386639299529103,0.9062251163214025,0.8748354351341261,0.8878702123588081,0.8605189243563649,0.7197112388639139,0.6394910952441653,0.5613439310806196,0.5475960536459206,0.5265329014110262,0.4448336269265041,0.41898695866653995,0.3941605013230043,0.3656160817442602,0.3494680088746327,0.3412383044563886,0.9818549108113892,0.8953111672936577,0.8761471262722217,0.8429581027538137,0.9206278217918741,0.8845450545322678,0.8524289143591104,0.8839675467983864,0.878650171277011,0.8621742858936654,0.8460316106052798,0.8376424134731734,0.8330569979348179,0.8320482157150694,0.8317356326654076
1.0,0.9896220512584993,0.9380393973676696,0.8994868741000306,0.8605981289380261,0.778938988265662,0.7823766346244735,0.6983249052062872,0.6740513965679142,0.6700052498000854,0.6656900159822238,0.6587915620662722,0.6911977106515308,0.7102787626018766,0.7212314604006466,0.7314424165543492,0.787453245889794,0.8031249277126999,0.9813830681978893,0.9087352263888329,0.8886969869993967,0.8545846085774258,0.9187403093480943,0.8836325659741732,0.8525641229646527,0.7733120240264181,0.7656065099582234,0.6998202726278524,0.6799974267912012,0.6680400616806982,0.6634237822497502,0.6624527610887034,0.6621576568879067
1.0,0.9916230594848304,0.936405677810428,0.903730734921119,0.8701286889476995,0.8485403225648935,0.8162294684192737,0.6618101913012903,0.5730465512014435,0.4859316433331659,0.4710253049090443,0.44683924705278677,0.3474122004104723,0.3140813697707743,0.29406239580042254,0.2709965661184818,0.24798559579044427,0.2371171832169526,0.9851623806354299,0.9282963856636226,0.9120548977909491,0.8836956116214968,0.9216146057444788,0.8920282736406633,0.8686404642720028,0.8460114350069979,0.8426222648037929,0.8619513511212505,0.8531338905470812,0.8493059808955369,0.8448576526205263,0.8438797197230852,0.8435767891899587
1.0,0.9939282620406924,0.9551474598322938,0.9316482307922468,0.9075942840408405,0.9356179121769819,0.9142567976481891,0.8060008728126256,0.7473437693837905,0.6892923421721654,0.6795094951447621,0.6610707794642924,0.5839900799820448,0.5552200258293813,0.5275498580978436,0.49450558349487056,0.4457867758179317,0.42087138321874606,0.9854865942261374,0.910952376310237,0.8899894102310949,0.8538001795471527,0.9351706455538038,0.895246857114873,0.8593428966063398,0.929632582130317,0.9213945081081565,0.877001673520361,0.8588930320282031,0.8492481799672148,0.8447262625269699,0.843731454491109,0.8434232032829969
1.0,0.9935987702634428,0.9494384557258662,0.9245679395927935,0.8990882819774728,0.8407485422720226,0.811647478747688,0.6906998772325427,0.6204030332766625,0.5537159148849773,0.545715085265609,0.5306612311776869,0.4583744661643152,0.4265838286558292,0.39809566240988686,0.37247154094564044,0.32149878006762583,0.2978927328490791,0.9878359617286427,0.937294965769697,0.9226169723267204,0.8966651712536601,0.9366694414023686,0.9179524399180397,0.9028576857168213,0.8385915008957407,0.8357247299714196,0.7807498307854113,0.7713149367249442,0.7673868850633815,0.7623349663850613,0.7612136026391854,0.7608648152761276
1.0,0.9899507450600326,0.9273891407436248,0.8883061498362775,0.8480819466069521,0.76073284226406,0.7318286444820326,0.5636477453153657,0.4750077992316128,0.3994326043695436,0.3850239788301848,0.3588618982918733,0.3211513508515184,0.35002005533726804,0.37545227494491296,0.41008321418302107,0.5097438894712778,0.5473761605308722,0.9790122142205512,0.8826714688370135,0.8564426333224328,0.812465267580134,0.9081819972700763,0.8752088878195372,0.856886399428123,0.757767432010984,0.7537700441185726,0.7749365125405264,0.7657107356870181,0.7615643912606427,0.7571509148811434,0.7561896829820904,0.7558931079026509
1.0,0.9927462222071495,0.9447958742927619,0.916569575766926,0.8875937374490084,0.8634478528402734,0.8352165887853534,0.7076561253820703,0.6339202612796958,0.5607106778959656,0.5485872637608584,0.5257160009414323,0.42620167301693473,0.40020861162486226,0.3764835697387265,0.34865534677440413,0.30323439937473234,0.28143943148722017,0.9861707378196749,0.9282966866782849,0.9116131716473287,0.8823019372571675,0.9298158778778354,0.8996972535052082,0.8733474745707184,0.8587708109571796,0.8523729034777131,0.8260798947334019,0.8067088023398775,0.8021209372615364,0.7961919977389403,0.7951357428158515,0.7948081528979282
1.0,0.9908868820727567,0.9420592238626292,0.9075005354677727,0.8742444990276222,0.7906289777643692,0.782543995269577,0.6721405082390098,0.6234205659276509,0.5893949212382878,0.580849003184167,0.5658251855475135,0.5693807552035922,0.6016979591563422,0.6099714844500718,0.6179342028853313,0.6762897771422778,0.6935945470739106,0.9820418388173455,0.912292905421592,0.892992278941341,0.8600472759891422,0.9234751425022383,0.8867777718185482,0.8541569948807461,0.7845093243381431,0.7761102411217333,0.8035323373805141,0.7811119234234083,0.7676962399324752,0.7498379193594723,0.7451920380432502,0.7419048801741329
1.0,0.9922743300967047,0.9430848995715104,0.9130614312248502,0.8822291405209798,0.8535905818368426,0.8274569238407885,0.7097733616273441,0.6425419554197681,0.5764032275832623,0.5650235756832575,0.5435905961087377,0.4569581097945759,0.42729999278436825,0.3990950941275914,0.36632220901644474,0.336839434027698,0.3229659141003414,0.9824098063359817,0.895283453612563,0.8709390367182838,0.8291845389118452,0.9265813279621503,0.8934655585029925,0.8649939467410871,0.8484455812010021,0.8428691052514927,0.7817064798976164,0.7718252615130933,0.7675462621703802,0.7625355686811544,0.7614331890575984,0.7610915898553479
1.0,0.9920312581671455,0.941600411511838,0.9125674205972901,0.8827639137040553,0.7888320807579031,0.7646505812247852,0.6501569182065785,0.5847381918369817,0.5201911611647643,0.5095214379757854,0.4894555683415991,0.40524117447830715,0.37465706935063,0.34636438609436815,0.31358027149191214,0.27747829612920194,0.2616269965769857,0.9831977898643145,0.9051757491116216,0.8831881391079932,0.8451890875525471,0.926020075064069,0.8947289971122887,0.8672527223334534,0.7839054047318627,0.7771735460892306,0.788677883173898,0.7788878451319419,0.7746484287410388,0.7696844110483604,0.7685923045562796,0.768253890305101
1.0,0.9892110094372544,0.9272201713368019,0.8858115834647534,0.8433999073333207,0.8443419219792259,0.8261021683477953,0.6805729351417825,0.613904689354976,0.5586423131448899,0.5470010897092729,0.5258290951892076,0.4949376298993721,0.5137084777409855,0.526393655504125,0.5427698089435483,0.6479878168241693,0.6861815545600808,0.9819039611445667,0.9174797962712119,0.8994289266151441,0.8683276079547907,0.9102517243233015,0.8766268472971172,0.8581506616508802,0.8413178788275595,0.8372262457846528,0.8673799030647737,0.8589229862726461,0.8550719122039621,0.851120937423344,0.8502638481107255,0.8499998679716905
1.0,0.9927309584466616,0.9437469122069924,0.9154395803207455,0.8863823154307519,0.7814862688564975,0.7510026033595247,0.6154721059769127,0.5372771220919288,0.45971217007964554,0.44699407323071294,0.4230490907825952,0.3181930385804373,0.2789566256050852,0.24652969060404,0.21898409642238334,0.18822470662834417,0.1762704060066512,0.985881703828081,0.9255362260043885,0.9083194546845526,0.8866460316196748,0.9334371190255961,0.912655851518727,0.8970147051507276,0.7791743208454649,0.7761034783270573,0.7769569687963038,0.7671148795024499,0.7628569136106812,0.7578596139283893,0.7567599444941469,0.7564191548118948
1.0,0.9951919892279727,0.9641391157140589,0.9465636674732076,0.9286668931590265,0.9319432192147459,0.9145065994759188,0.8332958453419242,0.7867691836501421,0.7405372610936056,0.732931439934113,0.7186222580053662,0.6554576024465371,0.6298321133583809,0.6059171117841748,0.5775159366127236,0.5255469926369546,0.5000943520701546,0.9886814946748357,0.9313687217728077,0.9149649680198333,0.8862803312208452,0.9495077886111486,0.9201552170748046,0.894499610842972,0.9273618700770598,0.9210877977363171,0.8896957849804701,0.8707876879351337,0.8611230023310391,0.8453688612031399,0.8408595199421987,0.8405502150623699
1.0,0.9934146264348642,0.9617768289817141,0.9371809827506362,0.9123597061335219,0.792234348736393,0.7927305104239553,0.7194487202013576,0.6885269993960227,0.6667891497521268,0.6603788501657616,0.6489103115788718,0.6487380786803603,0.6701319112713352,0.6823819212106066,0.6949068756862302,0.7724710484557553,0.7843446451950509,0.981432661288924,0.8907310628004478,0.8661830262551178,0.8251672531906946,0.9409948512395435,0.9000224856127526,0.8633356627575335,0.7852092455706197,0.7755594917611084,0.6921219171498648,0.6669671909100869,0.6532951726113106,0.6373689419264592,0.6362117810202156,0.635859435123167
1.0,0.9954193872891087,0.9790864597773957,0.962616397963516,0.9463518008357201,0.9409957562246093,0.951577324996082,0.9168190339100333,0.906954049160685,0.9020263459112613,0.898566928876152,0.8924718255203242,0.9035393789521338,0.913525307093785,0.9175720773808337,0.9198678434808005,0.9050178924555266,0.8937223161351259,0.9905846505252179,0.9483312618359008,0.9361361491103553,0.914727369602458,0.9685193782954838,0.9474541085769376,0.9299904587170295,0.9381785903842352,0.934807112409081,0.8564773287097889,0.8462743580259069,0.8414197916419184,0.8370112479330584,0.8360696063451856,0.8357815147948964
1.0,0.9948830456736778,0.9624372804183002,0.9427197610455949,0.9225982299896159,0.9500178236415633,0.9323239112910443,0.8558325273002932,0.8121010404104588,0.7686781071291784,0.7614774138364552,0.7479329145336727,0.688825082855904,0.6650994294205663,0.6428049913021914,0.6162491047747493,0.5681687296808591,0.5443450260538473,0.9887457004496935,0.93476687436633,0.9193800521544611,0.8925500266709833,0.9484126896537595,0.9234587180026819,0.902144586420017,0.9470820840273614,0.9431086395725311,0.9413488083307662,0.9315241184284367,0.926945025835033,0.9208035879616705,0.9198911706450612,0.9196084581656175
1.0,0.9902637421826247,0.9305425105834848,0.8927599961023603,0.8587591666256421,0.7478339107812282,0.7222486335259297,0.5773261164228077,0.4983948692088386,0.42612883594850465,0.4126562891683176,0.3876551462434785,0.3215221350751809,0.3145399269107451,0.30659832016998073,0.2972752073191585,0.3072158555472677,0.30855286097058615,0.9842899296260865,0.9318166767731417,0.916655285057188,0.8899848737413638,0.9179558526248499,0.8926880902336819,0.871104263791495,0.7441807500651071,0.7409591079105825,0.7222157707144887,0.7120468651030377,0.7075287559240108,0.702571866392851,0.7014888074837625,0.7011541781678158
1.0,0.9912766042410299,0.938767983273079,0.9057446150823586,0.8718538652602582,0.7791798874527146,0.7574712452912854,0.6190428060168711,0.5457472313488851,0.4877711548397208,0.47670856775434856,0.4561537155339542,0.3972981231459442,0.3914155392216961,0.38383213787215,0.3763193712118378,0.40642595428432154,0.4154666734672686,0.9828845348748302,0.9088272269548672,0.8881804636278301,0.8527644126921617,0.9189400373511748,0.8795528684610625,0.8443000475039525,0.7724527531669716,0.7632063561513274,0.739730139776669,0.7225166638862764,0.7133376501465849,0.7006392202789138,0.6972318982597983,0.6945912962296655
1.0,0.9876201231641301,0.9046588884724206,0.8560553126206956,0.8058790893997657,0.6077632904597858,0.5601395179947154,0.3359333203547841,0.22143525431873326,0.14954363634990253,0.1376231049888404,0.11809526600895946,0.15861509224053827,0.21604338931165912,0.2583429713977742,0.30181771163220694,0.3880936019712254,0.4278649368019944,0.9776695168849134,0.8897089559626976,0.8648387030363792,0.8218003911713769,0.8810674846744567,0.8372202167594979,0.8039945321596347,0.6017131778300799,0.593436881891492,0.5002432439787686,0.47547604875019783,0.46242503864231305,0.4486905142164314,0.44709862004295525,0.4466071917490823
1.0,0.9937338969768221,0.9536430262709823,0.9293732469894496,0.9045179264357499,0.8794265747107751,0.8573644530289758,0.7457957149443584,0.696272046478782,0.6471955999113648,0.6390426080276446,0.6237805380994249,0.5577008193422415,0.5316868682882359,0.5081893462402185,0.480318053925698,0.4324769009916156,0.4088388029807162,0.9871850879844082,0.929538642772915,0.9129831579162573,0.8839681773773853,0.9386840240371371,0.9086569377207209,0.8823763922683568,0.8747365924215543,0.8683189033810438,0.9018834635841312,0.8825974072799097,0.872230821811677,0.8550896795270125,0.8504329150117428,0.8501270947655144
1.0,0.992357584538621,0.9430174709283906,0.9132919883002264,0.8827631194034242,0.8664327717551991,0.8392034466422883,0.7038479166972664,0.6264006560480162,0.5504483445700519,0.5373136821431975,0.5203330829844054,0.4497312605645428,0.42389203710765716,0.3996668037523063,0.3711377216035607,0.33312505306667384,0.3142608875917384,0.9848937576293019,0.9190560619055584,0.9003296209409696,0.8677241745759632,0.9256619983924329,0.8909095011384593,0.8600638389295712,0.8621491260090722,0.8591598589648675,0.802827317471231,0.7932171935929516,0.7890558724914639,0.7841839190848706,0.783112075216518,0.7827799428084025
1.0,0.9925580341928716,0.9476665999382189,0.9200957050215693,0.8918156435936838,0.914600516659818,0.8910204036236576,0.7653983822982766,0.7057894188759201,0.6470932278614779,0.6378076768947442,0.6203324203592915,0.5491824149385036,0.5236509666426428,0.49893501800584794,0.4694269194053082,0.42985937908184213,0.4090648389968549,0.9846197721148636,0.9145734319925788,0.894922241184603,0.8610471402541928,0.934094491314259,0.9165919449090633,0.9027060897948432,0.9126161609653816,0.9099806096609641,0.9096031043541674,0.9011601155932598,0.8975051713628487,0.893229344068529,0.8922886918285967,0.8919972276214561
1.0,0.993828402074283,0.9575366945538225,0.9338012113703006,0.9096054366000795,0.8898443527508476,0.8748137761437352,0.7740995418058041,0.7181651418139638,0.664617530425322,0.6544617689662875,0.6353892891160708,0.5714358724556756,0.5558657480305995,0.5381861449995129,0.5167318773050827,0.508973640835535,0.49904159906711903,0.9878045382628089,0.934823770940369,0.9213577327964187,0.8978983104984025,0.9490369711854879,0.9320398734800401,0.9184938397639006,0.8878512090950677,0.8851962390515768,0.8681444424973865,0.8598385658537645,0.8561066233278145,0.8521443083421959,0.8512816572647032,0.8510155632843587
1.0,0.9949228102849361,0.9485269536966686,0.9297394318601572,0.911145654682257,0.8257530073766292,0.7827468120777747,0.6967716661029763,0.6552857317776437,0.62132571714962,0.6193530163870093,0.6125911609995691,0.5649666351042834,0.5382467565086457,0.5170650061126719,0.4948248873532014,0.427518815527032,0.40342951820983614,0.9872153129492595,0.9193182990159602,0.8992497977257842,0.8634092591211224,0.9310942896124745,0.8954802837119208,0.8639398832938795,0.8234658656242606,0.8204694878226245,0.8207884183749223,0.8102001008097279,0.8063875595585949,0.7997270909983212,0.7982143530899237,0.7977392836696754
1.0,0.9935687326636167,0.9477363900392791,0.9227526741616086,0.8971741717211229,0.7641399276539352,0.7319598971974082,0.6084814660470107,0.5367846442592084,0.46525698486358313,0.45457277584361866,0.43829454166188164,0.35495270286517916,0.3158790481464596,0.2820547935108132,0.24912580344518712,0.17498579008819182,0.1428121742801334,0.9880401132827746,0.9396597031795217,0.9254149680229746,0.9000789755952596,0.9360701578875744,0.912424106886415,0.8924004051499068,0.7609301044601493,0.7565994149293588,0.7375741171063611,0.7237205571793988,0.7171996329376321,0.7068404001194328,0.7040167043228771,0.7036534523866128
1.0,0.9944121523289906,0.9729019063725266,0.9534191057468319,0.9340270683883631,0.8971495297304511,0.9051344288925495,0.8720458961337566,0.8597801768167274,0.8517954926377304,0.8481175805012399,0.8415674674843096,0.8462821831124329,0.8615926365505956,0.8697325932141383,0.8623588195309231,0.8452573219800213,0.8328721103075184,0.9893045860355685,0.9446273107475011,0.9316539318364414,0.9087820525079542,0.9617087356811315,0.9408635578013959,0.9236378895207581,0.8944158467101705,0.890743290558915,0.791850693046149,0.7806906208058692,0.775398510772881,0.7705374646777261,0.7694979328324091,0.769179704783186
1.0,0.9925365129082577,0.940745928729738,0.9116593377945531,0.8818191732136893,0.7846171374041583,0.7563461668148919,0.6582793744966187,0.6027123792889136,0.5479865105819457,0.5403521043852532,0.5260856031350202,0.45054721403565057,0.4142742395315681,0.38307306543825054,0.34760367959256344,0.2654145256245953,0.22957741041268612,0.9843892073743321,0.912461070031228,0.8916327950492771,0.8549276482681119,0.9218936268388234,0.8837671676006644,0.8496308138447428,0.7800624124306512,0.7738667672909729,0.8198714657655686,0.8003526719814344,0.7962971210247771,0.7908559712953638,0.7896437937013912,0.7892661784233437
1.0,0.9945217156162393,0.9706027769525764,0.9524142621066661,0.934049287685159,0.9216298803567791,0.9188156951113191,0.8545050056942304,0.8216593371211628,0.79196938045774,0.7852129070174716,0.7726960699088546,0.7440820030359255,0.7438904236833468,0.7388818584268179,0.731032472750079,0.7473053353957846,0.7350324963658493,0.9879894191493487,0.9304657432063992,0.9143528770180032,0.8959104917009193,0.9616095101185991,0.943694620188512,0.9293168924133521,0.919453684444278,0.9165487556055012,0.9616551929246999,0.9528260393820124,0.9486564346635792,0.944392805306134,0.9434374728336752,0.9431821933852618
